Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Total,Date,Payment,Rating,anomalie,nom_segment
750203-61-8520,A,Casablanca,Member,Male,Electronic accessories,65.77,5,345.29,02/20/2019,Cash,8.9,Normal,Petit acheteur
750204-58-7179,C,Marrakech,Member,Male,Home and lifestyle,71.56,2,150.28,01/05/2019,Credit card,7.9,Normal,Petit acheteur
750205-22-9653,C,Marrakech,Normal,Male,Fashion accessories,10.85,3,34.18,03/24/2019,Cash,4.5,Normal,Petit acheteur
750206-79-1539,A,Casablanca,Member,Male,Fashion accessories,89.87,8,754.91,03/29/2019,Ewallet,5.6,Normal,Acheteur moyen
750207-82-7375,A,Casablanca,Normal,Male,Electronic accessories,62.83,7,461.8,01/21/2019,Cash,9.6,Normal,Acheteur moyen
750208-39-2245,C,Marrakech,Normal,Female,Fashion accessories,22.59,2,47.44,01/07/2019,Cash,7.0,Normal,Petit acheteur
750209-33-7227,B,Rabat,Normal,Female,Health and beauty,67.06,8,563.3,03/12/2019,Cash,6.9,Normal,Acheteur moyen
750210-59-6188,A,Casablanca,Normal,Male,Fashion accessories,16.61,5,87.2,03/23/2019,Credit card,4.9,Normal,Petit acheteur
750211-33-8061,B,Rabat,Member,Male,Health and beauty,94.86,8,796.82,01/14/2019,Cash,6.2,Normal,Acheteur moyen
750212-47-7779,B,Rabat,Normal,Male,Health and beauty,18.06,9,170.67,02/11/2019,Credit card,4.6,Normal,Petit acheteur
750213-28-2036,B,Rabat,Member,Male,Food and beverages,56.89,92,5495.57,02/08/2019,Cash,5.0,Anomalie,Gros acheteur
750214-88-4203,A,Casablanca,Normal,Female,Sports and travel,36.97,2,77.64,03/22/2019,Ewallet,6.2,Normal,Petit acheteur
750215-52-8055,B,Rabat,Member,Male,Home and lifestyle,10.61,7,77.98,02/18/2019,Credit card,6.0,Normal,Petit acheteur
750216-98-9044,C,Marrakech,Member,Female,Home and lifestyle,64.28,4,269.98,02/20/2019,Ewallet,6.9,Normal,Petit acheteur
750217-33-1440,C,Marrakech,Member,Female,Sports and travel,35.22,7,258.87,01/26/2019,Credit card,6.2,Normal,Petit acheteur
750218-91-5961,C,Marrakech,Normal,Male,Sports and travel,81.78,2,171.74,03/28/2019,Cash,8.9,Normal,Petit acheteur
750219-78-9300,A,Casablanca,Normal,Male,Fashion accessories,48.08,7,353.39,03/03/2019,Credit card,4.4,Normal,Petit acheteur
750220-95-6816,C,Marrakech,Normal,Male,Home and lifestyle,73.14,9,691.17,01/14/2019,Ewallet,7.6,Normal,Acheteur moyen
750221-76-4621,A,Casablanca,Member,Female,Home and lifestyle,96.9,7,712.22,02/03/2019,Ewallet,4.6,Normal,Acheteur moyen
750222-23-5840,B,Rabat,Normal,Female,Sports and travel,79.5,10,834.75,02/14/2019,Ewallet,8.1,Normal,Acheteur moyen
750223-70-2599,B,Rabat,Member,Male,Fashion accessories,22.75,5,119.44,03/08/2019,Ewallet,6.1,Normal,Petit acheteur
750224-31-4996,B,Rabat,Normal,Female,Health and beauty,37.02,2,77.74,03/24/2019,Cash,4.1,Normal,Petit acheteur
750225-91-8080,C,Marrakech,Member,Male,Home and lifestyle,60.38,8,507.19,03/22/2019,Cash,5.4,Normal,Acheteur moyen
750226-18-2667,B,Rabat,Member,Male,Sports and travel,63.29,7,465.18,01/27/2019,Ewallet,4.0,Normal,Acheteur moyen
750227-86-7367,C,Marrakech,Member,Female,Home and lifestyle,27.73,2,58.23,03/09/2019,Cash,5.6,Normal,Petit acheteur
750228-20-3194,C,Marrakech,Normal,Male,Home and lifestyle,41.68,8,350.11,02/08/2019,Credit card,7.7,Normal,Petit acheteur
750229-27-7286,B,Rabat,Member,Male,Home and lifestyle,20.52,6,129.28,02/19/2019,Credit card,8.2,Normal,Petit acheteur
750230-50-8389,B,Rabat,Member,Female,Fashion accessories,58.36,3,183.83,02/06/2019,Cash,7.3,Normal,Petit acheteur
750231-62-9056,C,Marrakech,Member,Female,Health and beauty,53.61,4,225.16,03/06/2019,Credit card,8.9,Normal,Petit acheteur
750232-38-9808,B,Rabat,Normal,Female,Electronic accessories,17.44,1,18.31,02/07/2019,Ewallet,8.8,Normal,Petit acheteur
750233-79-7010,B,Rabat,Member,Female,Food and beverages,76.82,8,645.29,03/15/2019,Ewallet,7.3,Normal,Acheteur moyen
750234-14-8368,C,Marrakech,Member,Female,Food and beverages,29.67,7,218.07,02/01/2019,Credit card,4.6,Normal,Petit acheteur
750235-54-8015,B,Rabat,Normal,Male,Sports and travel,87.87,2,184.53,01/27/2019,Ewallet,8.7,Normal,Petit acheteur
750236-51-5794,A,Casablanca,Member,Male,Electronic accessories,82.48,10,866.04,03/18/2019,Cash,6.1,Normal,Acheteur moyen
750237-26-5090,B,Rabat,Normal,Male,Electronic accessories,96.64,7,710.3,03/25/2019,Cash,9.5,Normal,Acheteur moyen
750238-67-2237,A,Casablanca,Normal,Male,Fashion accessories,45.34,3,142.82,03/22/2019,Cash,7.5,Normal,Petit acheteur
750239-21-8511,C,Marrakech,Member,Female,Food and beverages,77.47,6,488.06,02/11/2019,Cash,6.7,Normal,Acheteur moyen
750240-46-6533,C,Marrakech,Normal,Male,Food and beverages,45.79,7,336.56,02/04/2019,Cash,8.9,Normal,Petit acheteur
750241-30-8230,C,Marrakech,Member,Female,Home and lifestyle,90.46,1,94.98,02/28/2019,Credit card,4.3,Anomalie,Petit acheteur
750242-93-6905,B,Rabat,Member,Female,Electronic accessories,99.6,3,313.74,01/21/2019,Cash,9.3,Anomalie,Petit acheteur
750243-93-2494,B,Rabat,Member,Female,Fashion accessories,91.33,3,287.69,02/09/2019,Credit card,4.3,Normal,Petit acheteur
750244-11-6629,C,Marrakech,Member,Male,Electronic accessories,52.91,3,166.67,03/29/2019,Credit card,7.6,Normal,Petit acheteur
750245-48-3246,A,Casablanca,Normal,Male,Sports and travel,16.37,7,120.32,01/14/2019,Ewallet,4.5,Normal,Petit acheteur
750246-37-3480,B,Rabat,Member,Male,Health and beauty,57.74,1,60.63,02/26/2019,Ewallet,7.7,Normal,Petit acheteur
750247-50-3290,B,Rabat,Normal,Male,Health and beauty,90.68,3,285.64,02/19/2019,Credit card,8.5,Normal,Petit acheteur
750248-94-5942,A,Casablanca,Normal,Male,Electronic accessories,59.8,10,627.9,03/30/2019,Cash,8.3,Normal,Acheteur moyen
750249-86-2163,A,Casablanca,Member,Female,Home and lifestyle,68.15,4,286.23,01/31/2019,Ewallet,7.0,Normal,Petit acheteur
750250-70-2195,C,Marrakech,Member,Female,Home and lifestyle,21.88,10,229.74,03/29/2019,Credit card,6.5,Normal,Petit acheteur
750251-74-7806,A,Casablanca,Member,Male,Home and lifestyle,29.41,1,30.88,03/06/2019,Cash,9.7,Normal,Petit acheteur
750252-36-3545,B,Rabat,Normal,Male,Fashion accessories,58.29,10,612.04,02/09/2019,Ewallet,4.9,Normal,Acheteur moyen
750253-21-8118,C,Marrakech,Normal,Female,Food and beverages,67.08,2,140.87,01/31/2019,Cash,5.9,Normal,Petit acheteur
750254-73-6680,A,Casablanca,Normal,Male,Home and lifestyle,69.94,3,220.31,01/18/2019,Credit card,4.7,Normal,Petit acheteur
750255-64-5456,C,Marrakech,Normal,Male,Home and lifestyle,21.42,5,112.46,01/04/2019,Ewallet,8.4,Normal,Petit acheteur
750256-82-3734,C,Marrakech,Member,Female,Fashion accessories,97.74,2,205.25,02/16/2019,Credit card,7.0,Normal,Petit acheteur
750257-11-5006,B,Rabat,Member,Female,Health and beauty,90.48,2,190.01,01/01/2019,Credit card,5.4,Normal,Petit acheteur
750258-38-6272,A,Casablanca,Normal,Female,Sports and travel,92.81,3,292.35,03/12/2019,Ewallet,9.6,Normal,Petit acheteur
750259-38-9450,A,Casablanca,Normal,Female,Home and lifestyle,84.33,10,885.46,03/28/2019,Credit card,6.2,Normal,Acheteur moyen
750260-35-5777,A,Casablanca,Normal,Male,Sports and travel,87.93,5,461.63,02/28/2019,Credit card,6.0,Normal,Acheteur moyen
750261-10-7718,C,Marrakech,Normal,Male,Sports and travel,43.14,8,362.38,03/11/2019,Ewallet,10.0,Normal,Petit acheteur
750262-49-2703,A,Casablanca,Member,Female,Fashion accessories,85.55,1,89.83,03/26/2019,Ewallet,9.7,Normal,Petit acheteur
750263-76-7767,A,Casablanca,Member,Female,Sports and travel,96.5,3,303.98,01/06/2019,Ewallet,8.3,Normal,Petit acheteur
750264-82-2020,C,Marrakech,Normal,Female,Fashion accessories,17.64,2,37.04,02/20/2019,Credit card,7.0,Normal,Petit acheteur
750265-67-5455,B,Rabat,Member,Male,Home and lifestyle,33.49,6,210.99,03/31/2019,Cash,9.6,Normal,Petit acheteur
750266-50-7660,A,Casablanca,Member,Male,Electronic accessories,80.19,10,842.0,01/22/2019,Ewallet,4.7,Normal,Acheteur moyen
750267-99-1660,A,Casablanca,Normal,Male,Sports and travel,37.74,5,198.14,01/21/2019,Ewallet,9.1,Normal,Petit acheteur
750268-32-1509,A,Casablanca,Normal,Male,Health and beauty,74.0,6,466.2,03/28/2019,Ewallet,6.4,Normal,Acheteur moyen
750269-61-7098,B,Rabat,Normal,Male,Health and beauty,51.58,3,162.48,01/29/2019,Ewallet,4.7,Normal,Petit acheteur
750270-52-3007,C,Marrakech,Member,Female,Health and beauty,11.96,2,25.12,02/26/2019,Credit card,5.2,Normal,Petit acheteur
750271-97-7990,A,Casablanca,Normal,Male,Electronic accessories,93.16,7,684.73,03/05/2019,Cash,8.9,Normal,Acheteur moyen
750272-41-5835,A,Casablanca,Normal,Male,Electronic accessories,34.75,8,291.9,03/20/2019,Ewallet,9.3,Normal,Petit acheteur
750273-90-9907,B,Rabat,Normal,Female,Health and beauty,17.89,7,131.49,03/24/2019,Ewallet,4.8,Normal,Petit acheteur
750274-44-3946,A,Casablanca,Normal,Female,Sports and travel,59.0,8,495.6,03/06/2019,Credit card,6.1,Normal,Acheteur moyen
750275-84-4813,A,Casablanca,Normal,Male,Health and beauty,90.61,5,475.7,03/09/2019,Cash,4.4,Normal,Acheteur moyen
750276-59-6813,A,Casablanca,Member,Male,Fashion accessories,31.7,9,299.56,01/08/2019,Credit card,8.9,Normal,Petit acheteur
750277-82-3328,A,Casablanca,Member,Male,Food and beverages,38.62,6,243.31,03/31/2019,Ewallet,9.5,Normal,Petit acheteur
750278-12-9625,C,Marrakech,Member,Female,Food and beverages,37.81,8,317.6,01/30/2019,Ewallet,4.2,Normal,Petit acheteur
750279-28-3320,B,Rabat,Member,Female,Food and beverages,28.13,3,88.61,02/11/2019,Ewallet,6.0,Normal,Petit acheteur
750280-30-8157,A,Casablanca,Normal,Male,Home and lifestyle,73.4,7,539.49,02/08/2019,Cash,7.5,Normal,Acheteur moyen
750281-85-3872,C,Marrakech,Normal,Female,Electronic accessories,73.64,9,695.9,02/15/2019,Credit card,8.2,Normal,Acheteur moyen
750282-33-6213,B,Rabat,Normal,Female,Electronic accessories,25.99,1,27.29,02/20/2019,Credit card,9.7,Normal,Petit acheteur
750283-21-6500,C,Marrakech,Member,Male,Sports and travel,22.66,2,47.59,01/22/2019,Cash,5.4,Normal,Petit acheteur
750284-66-7875,B,Rabat,Member,Female,Electronic accessories,32.46,2,68.17,01/01/2019,Ewallet,6.1,Normal,Petit acheteur
750285-97-4695,A,Casablanca,Normal,Female,Sports and travel,41.61,7,305.83,03/15/2019,Cash,4.6,Normal,Petit acheteur
750286-58-3636,A,Casablanca,Normal,Male,Health and beauty,36.54,6,230.2,01/10/2019,Ewallet,5.6,Normal,Petit acheteur
750287-31-8113,C,Marrakech,Member,Male,Home and lifestyle,63.46,10,666.33,01/04/2019,Credit card,9.4,Normal,Acheteur moyen
750288-46-5872,A,Casablanca,Member,Male,Home and lifestyle,28.5,4,119.7,03/11/2019,Credit card,6.5,Normal,Petit acheteur
750289-47-8869,A,Casablanca,Member,Male,Sports and travel,61.45,8,516.18,01/01/2019,Cash,4.9,Normal,Acheteur moyen
750290-60-8715,A,Casablanca,Member,Male,Electronic accessories,25.37,5,133.19,01/15/2019,Cash,9.9,Normal,Petit acheteur
750291-15-5313,B,Rabat,Normal,Male,Fashion accessories,58.97,3,185.76,02/17/2019,Cash,6.2,Normal,Petit acheteur
750292-95-6632,B,Rabat,Normal,Female,Electronic accessories,85.33,10,895.96,03/27/2019,Credit card,4.4,Normal,Acheteur moyen
750293-70-4860,C,Marrakech,Normal,Male,Food and beverages,15.49,7,113.85,03/10/2019,Cash,8.9,Normal,Petit acheteur
750294-28-2970,B,Rabat,Normal,Male,Sports and travel,91.24,1,95.8,03/15/2019,Credit card,7.0,Anomalie,Petit acheteur
750295-90-3422,B,Rabat,Member,Male,Electronic accessories,82.75,3,260.66,03/29/2019,Ewallet,4.3,Normal,Petit acheteur
750296-45-9514,C,Marrakech,Normal,Female,Fashion accessories,92.27,2,193.77,02/20/2019,Credit card,4.5,Normal,Petit acheteur
750297-22-5687,B,Rabat,Member,Female,Health and beauty,47.3,3,148.99,01/13/2019,Credit card,7.4,Normal,Petit acheteur
750298-61-3356,C,Marrakech,Normal,Female,Home and lifestyle,44.47,8,373.55,01/05/2019,Cash,7.4,Normal,Petit acheteur
750299-57-1331,C,Marrakech,Normal,Male,Sports and travel,90.05,6,567.31,03/02/2019,Ewallet,8.1,Normal,Acheteur moyen
750300-66-6257,B,Rabat,Normal,Female,Home and lifestyle,85.85,2,180.28,01/18/2019,Ewallet,9.8,Normal,Petit acheteur
750301-30-2075,B,Rabat,Normal,Male,Electronic accessories,49.75,7,365.66,02/17/2019,Credit card,8.4,Normal,Petit acheteur
750302-68-1828,B,Rabat,Normal,Male,Food and beverages,89.13,1,93.59,01/08/2019,Ewallet,5.0,Anomalie,Petit acheteur
750303-57-9008,B,Rabat,Member,Female,Home and lifestyle,84.11,9,794.84,03/29/2019,Ewallet,6.4,Normal,Acheteur moyen
750304-13-7333,C,Marrakech,Normal,Male,Sports and travel,62.81,6,395.7,03/30/2019,Cash,6.1,Normal,Petit acheteur
750305-97-1145,A,Casablanca,Member,Male,Electronic accessories,68.26,4,286.69,03/07/2019,Cash,5.6,Normal,Petit acheteur
750306-58-6713,B,Rabat,Member,Male,Food and beverages,82.07,4,344.69,03/24/2019,Cash,5.5,Normal,Petit acheteur
750307-75-7131,B,Rabat,Normal,Male,Sports and travel,37.19,9,351.45,03/16/2019,Cash,8.9,Normal,Petit acheteur
750308-45-5278,C,Marrakech,Normal,Female,Fashion accessories,19.73,2,41.43,03/23/2019,Cash,6.0,Normal,Petit acheteur
750309-97-3292,C,Marrakech,Normal,Male,Electronic accessories,56.55,4,237.51,02/21/2019,Credit card,9.4,Normal,Petit acheteur
750310-83-4111,C,Marrakech,Member,Female,Home and lifestyle,33.35,7,245.12,01/05/2019,Credit card,6.4,Normal,Petit acheteur
750311-22-8713,B,Rabat,Member,Female,Fashion accessories,42.26,5,221.86,03/13/2019,Credit card,9.1,Normal,Petit acheteur
750312-52-7089,A,Casablanca,Normal,Male,Fashion accessories,90.95,2,191.0,02/09/2019,Ewallet,5.3,Normal,Petit acheteur
750313-34-9199,B,Rabat,Normal,Female,Health and beauty,52.34,10,549.57,01/10/2019,Credit card,7.5,Normal,Acheteur moyen
750314-68-3346,A,Casablanca,Normal,Female,Sports and travel,14.87,3,46.84,02/13/2019,Ewallet,4.8,Normal,Petit acheteur
750315-36-3762,B,Rabat,Member,Male,Sports and travel,39.93,3,125.78,01/01/2019,Ewallet,5.9,Normal,Petit acheteur
750316-10-1618,C,Marrakech,Member,Female,Health and beauty,21.65,7,159.13,02/24/2019,Cash,7.8,Normal,Petit acheteur
750317-41-4707,C,Marrakech,Member,Female,Health and beauty,90.27,9,853.05,01/01/2019,Credit card,5.1,Normal,Acheteur moyen
750318-47-8469,C,Marrakech,Normal,Female,Electronic accessories,19.24,9,181.82,01/09/2019,Ewallet,7.5,Normal,Petit acheteur
750319-61-1313,C,Marrakech,Normal,Female,Fashion accessories,99.58,6,627.35,02/15/2019,Cash,10.0,Anomalie,Acheteur moyen
750320-14-7147,A,Casablanca,Member,Male,Electronic accessories,76.06,10,798.63,02/16/2019,Ewallet,7.0,Normal,Acheteur moyen
750321-66-7230,C,Marrakech,Normal,Male,Food and beverages,99.51,2,208.97,01/07/2019,Ewallet,7.9,Anomalie,Petit acheteur
750322-44-3247,A,Casablanca,Normal,Female,Fashion accessories,23.78,1,24.97,01/13/2019,Credit card,5.8,Normal,Petit acheteur
750323-76-4304,B,Rabat,Member,Male,Home and lifestyle,20.26,2,42.55,01/26/2019,Credit card,7.0,Normal,Petit acheteur
750324-10-1208,B,Rabat,Normal,Female,Electronic accessories,13.55,8,113.82,03/03/2019,Credit card,9.5,Normal,Petit acheteur
750325-42-4787,C,Marrakech,Member,Male,Food and beverages,70.21,3,221.16,01/10/2019,Credit card,9.7,Normal,Petit acheteur
750326-64-2898,B,Rabat,Normal,Female,Sports and travel,14.51,3,45.71,02/16/2019,Cash,9.2,Normal,Petit acheteur
750327-21-7105,A,Casablanca,Member,Male,Electronic accessories,69.7,3,219.56,03/21/2019,Cash,6.0,Normal,Petit acheteur
750328-63-3732,B,Rabat,Member,Male,Sports and travel,46.02,8,386.57,03/30/2019,Cash,5.6,Normal,Petit acheteur
750329-88-7221,A,Casablanca,Member,Male,Electronic accessories,19.33,10,202.96,03/28/2019,Credit card,6.9,Normal,Petit acheteur
750330-93-6148,B,Rabat,Member,Male,Sports and travel,92.83,2,194.94,01/06/2019,Cash,9.3,Normal,Petit acheteur
750331-94-7305,A,Casablanca,Member,Female,Food and beverages,57.07,10,599.24,02/01/2019,Credit card,4.6,Normal,Acheteur moyen
750332-72-6253,A,Casablanca,Member,Male,Fashion accessories,94.08,9,889.06,01/22/2019,Cash,9.1,Normal,Acheteur moyen
750333-66-8341,A,Casablanca,Normal,Female,Health and beauty,55.62,9,525.61,01/31/2019,Cash,7.9,Normal,Acheteur moyen
750334-14-9996,A,Casablanca,Normal,Female,Home and lifestyle,20.68,8,173.71,01/14/2019,Ewallet,8.5,Normal,Petit acheteur
750335-68-6439,A,Casablanca,Member,Female,Food and beverages,60.6,8,509.04,01/07/2019,Cash,9.7,Normal,Acheteur moyen
750336-91-5783,C,Marrakech,Normal,Female,Fashion accessories,50.72,2,106.51,01/01/2019,Ewallet,8.6,Normal,Petit acheteur
750337-88-4209,C,Marrakech,Normal,Male,Health and beauty,90.71,8,761.96,02/22/2019,Credit card,4.8,Normal,Acheteur moyen
750338-91-3018,A,Casablanca,Member,Female,Electronic accessories,51.13,4,214.75,02/23/2019,Ewallet,8.3,Normal,Petit acheteur
750339-75-3903,B,Rabat,Normal,Male,Sports and travel,10.39,1,10.91,03/16/2019,Cash,7.3,Anomalie,Petit acheteur
750340-87-5067,C,Marrakech,Member,Male,Health and beauty,44.86,10,471.03,03/06/2019,Cash,7.6,Anomalie,Acheteur moyen
750341-99-9975,B,Rabat,Normal,Female,Home and lifestyle,50.75,3,159.86,03/31/2019,Credit card,4.8,Normal,Petit acheteur
750342-74-9888,B,Rabat,Member,Male,Electronic accessories,66.17,5,347.39,01/17/2019,Credit card,8.1,Normal,Petit acheteur
750343-78-5684,C,Marrakech,Normal,Male,Home and lifestyle,60.6,10,636.3,02/23/2019,Credit card,7.4,Normal,Acheteur moyen
750344-97-5105,B,Rabat,Member,Male,Health and beauty,44.27,1,46.48,02/04/2019,Ewallet,8.0,Normal,Petit acheteur
750345-96-4675,A,Casablanca,Member,Female,Electronic accessories,77.82,1,81.71,01/14/2019,Cash,6.2,Normal,Petit acheteur
750346-97-6122,C,Marrakech,Normal,Male,Food and beverages,80.58,5,423.04,02/18/2019,Ewallet,8.2,Normal,Acheteur moyen
750347-92-7025,C,Marrakech,Member,Male,Fashion accessories,32.62,10,342.51,01/29/2019,Cash,9.2,Normal,Petit acheteur
750348-15-8020,C,Marrakech,Member,Male,Home and lifestyle,50.39,2,105.82,03/07/2019,Ewallet,5.1,Normal,Petit acheteur
750349-51-1833,B,Rabat,Normal,Male,Electronic accessories,62.55,5,328.39,01/20/2019,Cash,4.0,Normal,Petit acheteur
750350-76-2117,C,Marrakech,Normal,Female,Food and beverages,59.51,2,124.97,03/09/2019,Cash,8.7,Normal,Petit acheteur
750351-56-5809,C,Marrakech,Member,Female,Food and beverages,58.33,2,122.49,03/26/2019,Ewallet,6.1,Normal,Petit acheteur
750352-15-6258,A,Casablanca,Normal,Male,Health and beauty,70.2,8,589.68,03/20/2019,Credit card,5.4,Normal,Acheteur moyen
750353-75-8300,B,Rabat,Member,Female,Home and lifestyle,58.62,5,307.75,02/17/2019,Credit card,4.1,Normal,Petit acheteur
750354-10-2072,B,Rabat,Member,Female,Fashion accessories,27.32,9,258.17,01/22/2019,Ewallet,4.5,Normal,Petit acheteur
750355-68-6434,A,Casablanca,Member,Female,Health and beauty,28.5,7,209.47,03/29/2019,Ewallet,7.9,Normal,Petit acheteur
750356-59-8391,A,Casablanca,Member,Male,Health and beauty,26.02,5,136.6,01/30/2019,Credit card,7.3,Normal,Petit acheteur
750357-84-1745,C,Marrakech,Normal,Female,Home and lifestyle,11.52,2,24.19,03/21/2019,Credit card,7.2,Normal,Petit acheteur
750358-94-1504,C,Marrakech,Member,Female,Food and beverages,19.55,5,102.64,02/26/2019,Cash,7.6,Normal,Petit acheteur
750359-92-7113,B,Rabat,Member,Male,Electronic accessories,77.2,9,729.54,01/19/2019,Credit card,5.8,Normal,Acheteur moyen
750360-54-4469,A,Casablanca,Member,Male,Health and beauty,10.45,10,109.72,01/11/2019,Credit card,6.4,Anomalie,Petit acheteur
750361-16-9992,B,Rabat,Member,Male,Electronic accessories,29.87,5,156.82,03/27/2019,Ewallet,5.2,Normal,Petit acheteur
750362-26-4842,B,Rabat,Member,Female,Fashion accessories,16.06,2,33.73,03/04/2019,Credit card,5.2,Normal,Petit acheteur
750363-82-6971,A,Casablanca,Normal,Male,Electronic accessories,38.6,8,324.24,02/09/2019,Credit card,6.0,Normal,Petit acheteur
750364-56-3200,B,Rabat,Normal,Male,Health and beauty,38.19,4,160.4,02/25/2019,Credit card,8.3,Normal,Petit acheteur
750365-20-5597,C,Marrakech,Normal,Female,Sports and travel,50.08,5,262.92,01/23/2019,Ewallet,6.9,Normal,Petit acheteur
750366-84-7637,A,Casablanca,Member,Female,Fashion accessories,89.76,2,188.5,03/06/2019,Ewallet,8.4,Normal,Petit acheteur
750367-85-5767,C,Marrakech,Member,Male,Food and beverages,33.45,9,316.1,02/16/2019,Ewallet,6.8,Normal,Petit acheteur
750368-75-3299,A,Casablanca,Normal,Male,Sports and travel,42.74,1,44.88,03/29/2019,Credit card,8.0,Normal,Petit acheteur
750369-72-4796,B,Rabat,Member,Male,Food and beverages,95.37,3,300.42,02/15/2019,Cash,8.4,Normal,Petit acheteur
750370-68-1760,A,Casablanca,Normal,Female,Electronic accessories,13.85,4,58.17,02/19/2019,Cash,7.1,Normal,Petit acheteur
750371-32-7171,A,Casablanca,Normal,Male,Fashion accessories,97.15,5,510.04,03/16/2019,Cash,9.0,Normal,Acheteur moyen
750372-55-6653,C,Marrakech,Normal,Female,Food and beverages,68.79,2,144.46,01/29/2019,Cash,7.1,Normal,Petit acheteur
750373-37-3461,B,Rabat,Normal,Male,Food and beverages,89.37,8,750.71,03/07/2019,Ewallet,5.0,Normal,Acheteur moyen
750374-96-8844,A,Casablanca,Member,Female,Food and beverages,74.55,2,156.56,02/12/2019,Cash,8.0,Normal,Petit acheteur
750375-27-9399,B,Rabat,Member,Male,Fashion accessories,84.99,1,89.24,03/15/2019,Ewallet,5.5,Normal,Petit acheteur
750376-12-5644,A,Casablanca,Member,Male,Electronic accessories,33.24,3,104.71,03/18/2019,Cash,7.1,Normal,Petit acheteur
750377-84-3979,A,Casablanca,Member,Female,Food and beverages,99.34,8,834.46,03/18/2019,Cash,5.0,Anomalie,Acheteur moyen
750378-26-2778,C,Marrakech,Normal,Male,Fashion accessories,71.7,8,602.28,01/30/2019,Ewallet,7.6,Normal,Acheteur moyen
750379-78-9246,A,Casablanca,Member,Female,Electronic accessories,64.49,3,203.14,03/18/2019,Credit card,6.9,Normal,Petit acheteur
750380-76-7892,A,Casablanca,Member,Female,Fashion accessories,21.73,10,228.17,03/28/2019,Ewallet,7.2,Normal,Petit acheteur
750381-99-2600,B,Rabat,Member,Female,Electronic accessories,94.45,8,793.38,02/14/2019,Cash,8.7,Normal,Acheteur moyen
750382-10-1116,B,Rabat,Member,Female,Sports and travel,78.92,2,165.73,02/22/2019,Credit card,5.7,Normal,Petit acheteur
750383-84-5155,C,Marrakech,Member,Male,Sports and travel,68.9,6,434.07,01/20/2019,Ewallet,6.5,Normal,Acheteur moyen
750384-32-7065,B,Rabat,Normal,Female,Food and beverages,34.8,7,255.78,03/12/2019,Cash,8.5,Normal,Petit acheteur
750385-99-3650,C,Marrakech,Normal,Female,Home and lifestyle,61.98,7,455.55,01/16/2019,Credit card,8.4,Normal,Acheteur moyen
750386-91-1086,A,Casablanca,Member,Female,Home and lifestyle,82.07,10,861.73,01/07/2019,Credit card,8.2,Normal,Acheteur moyen
750387-59-7564,A,Casablanca,Member,Female,Food and beverages,49.18,2,103.28,01/11/2019,Cash,5.6,Normal,Petit acheteur
750388-14-9364,C,Marrakech,Normal,Male,Electronic accessories,67.62,8,568.01,03/08/2019,Credit card,4.1,Normal,Acheteur moyen
750389-61-6785,C,Marrakech,Member,Male,Fashion accessories,13.25,4,55.65,01/12/2019,Ewallet,7.9,Normal,Petit acheteur
750390-81-6703,C,Marrakech,Normal,Female,Food and beverages,28.03,1,29.43,01/12/2019,Ewallet,8.4,Normal,Petit acheteur
750391-62-9294,B,Rabat,Normal,Male,Food and beverages,96.67,8,812.03,01/01/2019,Credit card,9.6,Normal,Acheteur moyen
750392-66-7178,A,Casablanca,Member,Female,Home and lifestyle,95.22,9,899.83,03/15/2019,Credit card,9.7,Normal,Acheteur moyen
750393-43-2106,C,Marrakech,Normal,Male,Home and lifestyle,96.5,8,810.6,01/04/2019,Credit card,8.1,Normal,Acheteur moyen
750394-46-2523,B,Rabat,Member,Male,Home and lifestyle,47.11,6,296.79,03/31/2019,Ewallet,7.1,Normal,Petit acheteur
750395-97-4115,B,Rabat,Normal,Male,Food and beverages,93.82,8,788.09,03/15/2019,Ewallet,5.9,Normal,Acheteur moyen
750396-29-2747,B,Rabat,Member,Male,Fashion accessories,31.78,5,166.84,02/01/2019,Ewallet,5.2,Normal,Petit acheteur
750397-73-5501,A,Casablanca,Member,Female,Food and beverages,10.6,9,100.17,02/17/2019,Cash,9.7,Normal,Petit acheteur
750398-14-9232,B,Rabat,Member,Female,Sports and travel,29.99,10,314.89,02/24/2019,Credit card,4.8,Normal,Petit acheteur
750399-36-7216,B,Rabat,Normal,Male,Sports and travel,97.88,9,924.97,01/02/2019,Credit card,6.8,Normal,Acheteur moyen
750400-88-6621,C,Marrakech,Member,Female,Home and lifestyle,65.14,5,341.99,01/31/2019,Cash,5.1,Normal,Petit acheteur
750401-83-3148,B,Rabat,Member,Female,Sports and travel,28.95,6,182.38,02/05/2019,Cash,6.2,Normal,Petit acheteur
750402-29-8749,C,Marrakech,Member,Male,Fashion accessories,34.29,4,144.02,01/26/2019,Cash,7.3,Normal,Petit acheteur
750403-81-1781,A,Casablanca,Member,Female,Sports and travel,22.1,9,208.84,03/04/2019,Cash,7.2,Normal,Petit acheteur
750404-52-5256,B,Rabat,Member,Male,Health and beauty,29.39,5,154.3,01/13/2019,Credit card,6.9,Normal,Petit acheteur
750405-83-9821,B,Rabat,Normal,Female,Home and lifestyle,11.78,2,24.74,03/19/2019,Credit card,6.1,Normal,Petit acheteur
750406-46-8598,A,Casablanca,Normal,Female,Home and lifestyle,70.58,8,592.87,01/11/2019,Cash,8.6,Normal,Acheteur moyen
