Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
750176-41-1111,C,Marrakech,Normal,Female,Food and beverages,39.51,7,13.8285,290.4,01/18/2019,17:20,Ewallet,276.57,4.761904762,13.8285,8.0
750177-93-6890,B,Rabat,Normal,Male,Sports and travel,77.83,6,23.349,490.33,03/15/2019,10:16,Credit card,466.98,4.761904762,23.349,5.8
750178-25-5833,C,Marrakech,Member,Male,Fashion accessories,20.64,5,5.16,108.36,03/06/2019,14:44,Credit card,103.2,4.761904762,5.16,5.0
750179-80-8714,B,Rabat,Member,Male,Electronic accessories,53.03,8,21.212,445.45,02/17/2019,16:44,Credit card,424.24,4.761904762,21.212,8.5
750180-82-2838,C,Marrakech,Member,Male,Fashion accessories,77.92,2,7.792,163.63,02/16/2019,11:58,Credit card,155.84,4.761904762,7.792,7.2
750181-21-9361,A,Casablanca,Member,Male,Electronic accessories,39.53,9,17.7885,373.56,01/27/2019,19:31,Credit card,355.77,4.761904762,17.7885,6.7
750182-49-1356,B,Rabat,Member,Female,Electronic accessories,56.19,8,22.476,472.0,03/01/2019,20:51,Credit card,449.52,4.761904762,22.476,7.4
750183-17-2130,B,Rabat,Normal,Male,Fashion accessories,29.61,2,2.961,62.18,03/31/2019,11:34,Cash,59.22,4.761904762,2.961,4.3
750184-58-8348,B,Rabat,Member,Female,Sports and travel,26.2,3,3.93,82.53,03/24/2019,16:23,Credit card,78.6,4.761904762,3.93,8.6
750185-60-9664,B,Rabat,Normal,Male,Fashion accessories,96.76,9,43.542,914.38,01/16/2019,12:34,Cash,870.84,4.761904762,43.542,4.8
750186-39-5055,A,Casablanca,Member,Male,Health and beauty,98.05,8,39.22,823.62,02/24/2019,18:24,Credit card,784.4,4.761904762,39.22,8.0
750187-12-4943,B,Rabat,Normal,Male,Home and lifestyle,26.96,2,2.696,56.62,02/23/2019,19:49,Credit card,53.92,4.761904762,2.696,4.2
750188-66-4839,A,Casablanca,Member,Male,Food and beverages,13.02,10,6.51,136.71,02/01/2019,10:25,Ewallet,130.2,4.761904762,6.51,8.0
750189-86-6253,C,Marrakech,Member,Male,Electronic accessories,55.35,5,13.8375,290.59,03/15/2019,15:36,Credit card,276.75,4.761904762,13.8375,5.4
750190-32-7999,A,Casablanca,Normal,Male,Fashion accessories,56.91,7,19.9185,418.29,03/13/2019,19:56,Ewallet,398.37,4.761904762,19.9185,5.8
750191-29-5913,C,Marrakech,Normal,Male,Home and lifestyle,94.73,7,33.1555,696.27,03/31/2019,16:26,Cash,663.11,4.761904762,33.1555,8.7
750192-62-7824,B,Rabat,Member,Female,Electronic accessories,86.43,5,21.6075,453.76,03/01/2019,10:35,Ewallet,432.15,4.761904762,21.6075,9.1
750193-34-1844,C,Marrakech,Member,Female,Electronic accessories,32.95,6,9.885,207.59,02/17/2019,11:34,Cash,197.7,4.761904762,9.885,7.9
750194-52-5967,B,Rabat,Normal,Male,Health and beauty,26.93,10,13.465,282.76,01/28/2019,17:13,Credit card,269.3,4.761904762,13.465,8.3
750195-40-6269,A,Casablanca,Member,Male,Fashion accessories,20.56,8,8.224,172.7,03/19/2019,13:25,Credit card,164.48,4.761904762,8.224,9.5
750196-70-6246,B,Rabat,Normal,Female,Food and beverages,68.38,5,17.095,359.0,03/05/2019,17:06,Credit card,341.9,4.761904762,17.095,5.6
750197-84-7841,A,Casablanca,Normal,Female,Sports and travel,14.11,4,2.822,59.26,02/03/2019,18:59,Ewallet,56.44,4.761904762,2.822,8.4
750198-53-5216,B,Rabat,Member,Male,Home and lifestyle,30.7,10,15.35,322.35,03/12/2019,20:43,Cash,307.0,4.761904762,15.35,9.0
750199-79-1962,B,Rabat,Normal,Female,Electronic accessories,75.94,6,22.782,478.42,03/11/2019,17:11,Credit card,455.64,4.761904762,22.782,5.0
750200-29-1149,C,Marrakech,Member,Male,Fashion accessories,14.37,1,0.7185,15.09,01/30/2019,11:45,Credit card,14.37,4.761904762,0.7185,6.5
750201-78-7739,A,Casablanca,Normal,Female,Health and beauty,65.6,10,32.8,688.8,03/04/2019,10:00,Credit card,656.0,4.761904762,32.8,9.5
750202-32-2753,A,Casablanca,Member,Female,Food and beverages,97.96,1,4.898,102.86,03/28/2019,16:51,Credit card,97.96,4.761904762,4.898,7.0
750203-61-8520,A,Casablanca,Member,Male,Electronic accessories,65.77,5,16.4425,345.29,02/20/2019,11:23,Cash,328.85,4.761904762,16.4425,8.9
750204-58-7179,C,Marrakech,Member,Male,Home and lifestyle,71.56,2,7.156,150.28,01/05/2019,11:25,Credit card,143.12,4.761904762,7.156,7.9
750205-22-9653,C,Marrakech,Normal,Male,Fashion accessories,10.85,3,1.6275,34.18,03/24/2019,15:36,Cash,32.55,4.761904762,1.6275,4.5
750206-79-1539,A,Casablanca,Member,Male,Fashion accessories,89.87,8,35.948,754.91,03/29/2019,14:57,Ewallet,718.96,4.761904762,35.948,5.6
750207-82-7375,A,Casablanca,Normal,Male,Electronic accessories,62.83,7,21.9905,461.8,01/21/2019,19:15,Cash,439.81,4.761904762,21.9905,9.6
750208-39-2245,C,Marrakech,Normal,Female,Fashion accessories,22.59,2,2.259,47.44,01/07/2019,11:27,Cash,45.18,4.761904762,2.259,7.0
750209-33-7227,B,Rabat,Normal,Female,Health and beauty,67.06,8,26.824,563.3,03/12/2019,16:27,Cash,536.48,4.761904762,26.824,6.9
750210-59-6188,A,Casablanca,Normal,Male,Fashion accessories,16.61,5,4.1525,87.2,03/23/2019,12:47,Credit card,83.05,4.761904762,4.1525,4.9
750211-33-8061,B,Rabat,Member,Male,Health and beauty,94.86,8,37.944,796.82,01/14/2019,12:05,Cash,758.88,4.761904762,37.944,6.2
750212-47-7779,B,Rabat,Normal,Male,Health and beauty,18.06,9,8.127,170.67,02/11/2019,16:00,Credit card,162.54,4.761904762,8.127,4.6
750213-28-2036,B,Rabat,Member,Male,Food and beverages,56.89,92,261.694,5495.57,02/08/2019,14:31,Cash,5233.88,4.761904762,261.694,5.0
750214-88-4203,A,Casablanca,Normal,Female,Sports and travel,36.97,2,3.697,77.64,03/22/2019,17:38,Ewallet,73.94,4.761904762,3.697,6.2
750215-52-8055,B,Rabat,Member,Male,Home and lifestyle,10.61,7,3.7135,77.98,02/18/2019,15:28,Credit card,74.27,4.761904762,3.7135,6.0
750216-98-9044,C,Marrakech,Member,Female,Home and lifestyle,64.28,4,12.856,269.98,02/20/2019,15:18,Ewallet,257.12,4.761904762,12.856,6.9
750217-33-1440,C,Marrakech,Member,Female,Sports and travel,35.22,7,12.327,258.87,01/26/2019,19:34,Credit card,246.54,4.761904762,12.327,6.2
750218-91-5961,C,Marrakech,Normal,Male,Sports and travel,81.78,2,8.178,171.74,03/28/2019,17:08,Cash,163.56,4.761904762,8.178,8.9
750219-78-9300,A,Casablanca,Normal,Male,Fashion accessories,48.08,7,16.828,353.39,03/03/2019,19:25,Credit card,336.56,4.761904762,16.828,4.4
750220-95-6816,C,Marrakech,Normal,Male,Home and lifestyle,73.14,9,32.913,691.17,01/14/2019,13:42,Ewallet,658.26,4.761904762,32.913,7.6
750221-76-4621,A,Casablanca,Member,Female,Home and lifestyle,96.9,7,33.915,712.22,02/03/2019,13:32,Ewallet,678.3,4.761904762,33.915,4.6
750222-23-5840,B,Rabat,Normal,Female,Sports and travel,79.5,10,39.75,834.75,02/14/2019,10:30,Ewallet,795.0,4.761904762,39.75,8.1
750223-70-2599,B,Rabat,Member,Male,Fashion accessories,22.75,5,5.6875,119.44,03/08/2019,17:22,Ewallet,113.75,4.761904762,5.6875,6.1
750224-31-4996,B,Rabat,Normal,Female,Health and beauty,37.02,2,3.702,77.74,03/24/2019,11:43,Cash,74.04,4.761904762,3.702,4.1
750225-91-8080,C,Marrakech,Member,Male,Home and lifestyle,60.38,8,24.152,507.19,03/22/2019,12:11,Cash,483.04,4.761904762,24.152,5.4
750226-18-2667,B,Rabat,Member,Male,Sports and travel,63.29,7,22.1515,465.18,01/27/2019,14:48,Ewallet,443.03,4.761904762,22.1515,4.0
750227-86-7367,C,Marrakech,Member,Female,Home and lifestyle,27.73,2,2.773,58.23,03/09/2019,20:20,Cash,55.46,4.761904762,2.773,5.6
750228-20-3194,C,Marrakech,Normal,Male,Home and lifestyle,41.68,8,16.672,350.11,02/08/2019,19:37,Credit card,333.44,4.761904762,16.672,7.7
750229-27-7286,B,Rabat,Member,Male,Home and lifestyle,20.52,6,6.156,129.28,02/19/2019,16:38,Credit card,123.12,4.761904762,6.156,8.2
750230-50-8389,B,Rabat,Member,Female,Fashion accessories,58.36,3,8.754,183.83,02/06/2019,12:11,Cash,175.08,4.761904762,8.754,7.3
750231-62-9056,C,Marrakech,Member,Female,Health and beauty,53.61,4,10.722,225.16,03/06/2019,20:31,Credit card,214.44,4.761904762,10.722,8.9
750232-38-9808,B,Rabat,Normal,Female,Electronic accessories,17.44,1,0.872,18.31,02/07/2019,10:17,Ewallet,17.44,4.761904762,0.872,8.8
750233-79-7010,B,Rabat,Member,Female,Food and beverages,76.82,8,30.728,645.29,03/15/2019,11:17,Ewallet,614.56,4.761904762,30.728,7.3
750234-14-8368,C,Marrakech,Member,Female,Food and beverages,29.67,7,10.3845,218.07,02/01/2019,14:55,Credit card,207.69,4.761904762,10.3845,4.6
750235-54-8015,B,Rabat,Normal,Male,Sports and travel,87.87,2,8.787,184.53,01/27/2019,19:44,Ewallet,175.74,4.761904762,8.787,8.7
750236-51-5794,A,Casablanca,Member,Male,Electronic accessories,82.48,10,41.24,866.04,03/18/2019,18:10,Cash,824.8,4.761904762,41.24,6.1
750237-26-5090,B,Rabat,Normal,Male,Electronic accessories,96.64,7,33.824,710.3,03/25/2019,12:44,Cash,676.48,4.761904762,33.824,9.5
750238-67-2237,A,Casablanca,Normal,Male,Fashion accessories,45.34,3,6.801,142.82,03/22/2019,16:24,Cash,136.02,4.761904762,6.801,7.5
750239-21-8511,C,Marrakech,Member,Female,Food and beverages,77.47,6,23.241,488.06,02/11/2019,19:00,Cash,464.82,4.761904762,23.241,6.7
750240-46-6533,C,Marrakech,Normal,Male,Food and beverages,45.79,7,16.0265,336.56,02/04/2019,15:53,Cash,320.53,4.761904762,16.0265,8.9
750241-30-8230,C,Marrakech,Member,Female,Home and lifestyle,90.46,1,4.523,94.98,02/28/2019,10:07,Credit card,90.46,4.761904762,4.523,4.3
750242-93-6905,B,Rabat,Member,Female,Electronic accessories,99.6,3,14.94,313.74,01/21/2019,14:05,Cash,298.8,4.761904762,14.94,9.3
750243-93-2494,B,Rabat,Member,Female,Fashion accessories,91.33,3,13.6995,287.69,02/09/2019,13:27,Credit card,273.99,4.761904762,13.6995,4.3
750244-11-6629,C,Marrakech,Member,Male,Electronic accessories,52.91,3,7.9365,166.67,03/29/2019,17:00,Credit card,158.73,4.761904762,7.9365,7.6
750245-48-3246,A,Casablanca,Normal,Male,Sports and travel,16.37,7,5.7295,120.32,01/14/2019,15:23,Ewallet,114.59,4.761904762,5.7295,4.5
750246-37-3480,B,Rabat,Member,Male,Health and beauty,57.74,1,2.887,60.63,02/26/2019,15:46,Ewallet,57.74,4.761904762,2.887,7.7
750247-50-3290,B,Rabat,Normal,Male,Health and beauty,90.68,3,13.602,285.64,02/19/2019,15:27,Credit card,272.04,4.761904762,13.602,8.5
750248-94-5942,A,Casablanca,Normal,Male,Electronic accessories,59.8,10,29.9,627.9,03/30/2019,10:54,Cash,598.0,4.761904762,29.9,8.3
750249-86-2163,A,Casablanca,Member,Female,Home and lifestyle,68.15,4,13.63,286.23,01/31/2019,17:40,Ewallet,272.6,4.761904762,13.63,7.0
750250-70-2195,C,Marrakech,Member,Female,Home and lifestyle,21.88,10,10.94,229.74,03/29/2019,12:48,Credit card,218.8,4.761904762,10.94,6.5
750251-74-7806,A,Casablanca,Member,Male,Home and lifestyle,29.41,1,1.4705,30.88,03/06/2019,14:40,Cash,29.41,4.761904762,1.4705,9.7
750252-36-3545,B,Rabat,Normal,Male,Fashion accessories,58.29,10,29.145,612.04,02/09/2019,11:32,Ewallet,582.9,4.761904762,29.145,4.9
750253-21-8118,C,Marrakech,Normal,Female,Food and beverages,67.08,2,6.708,140.87,01/31/2019,10:15,Cash,134.16,4.761904762,6.708,5.9
750254-73-6680,A,Casablanca,Normal,Male,Home and lifestyle,69.94,3,10.491,220.31,01/18/2019,10:10,Credit card,209.82,4.761904762,10.491,4.7
750255-64-5456,C,Marrakech,Normal,Male,Home and lifestyle,21.42,5,5.355,112.46,01/04/2019,15:51,Ewallet,107.1,4.761904762,5.355,8.4
750256-82-3734,C,Marrakech,Member,Female,Fashion accessories,97.74,2,9.774,205.25,02/16/2019,10:31,Credit card,195.48,4.761904762,9.774,7.0
750257-11-5006,B,Rabat,Member,Female,Health and beauty,90.48,2,9.048,190.01,01/01/2019,10:54,Credit card,180.96,4.761904762,9.048,5.4
750258-38-6272,A,Casablanca,Normal,Female,Sports and travel,92.81,3,13.9215,292.35,03/12/2019,20:26,Ewallet,278.43,4.761904762,13.9215,9.6
750259-38-9450,A,Casablanca,Normal,Female,Home and lifestyle,84.33,10,42.165,885.46,03/28/2019,10:11,Credit card,843.3,4.761904762,42.165,6.2
750260-35-5777,A,Casablanca,Normal,Male,Sports and travel,87.93,5,21.9825,461.63,02/28/2019,10:23,Credit card,439.65,4.761904762,21.9825,6.0
750261-10-7718,C,Marrakech,Normal,Male,Sports and travel,43.14,8,17.256,362.38,03/11/2019,13:09,Ewallet,345.12,4.761904762,17.256,10.0
750262-49-2703,A,Casablanca,Member,Female,Fashion accessories,85.55,1,4.2775,89.83,03/26/2019,16:54,Ewallet,85.55,4.761904762,4.2775,9.7
750263-76-7767,A,Casablanca,Member,Female,Sports and travel,96.5,3,14.475,303.98,01/06/2019,13:57,Ewallet,289.5,4.761904762,14.475,8.3
750264-82-2020,C,Marrakech,Normal,Female,Fashion accessories,17.64,2,1.764,37.04,02/20/2019,11:37,Credit card,35.28,4.761904762,1.764,7.0
750265-67-5455,B,Rabat,Member,Male,Home and lifestyle,33.49,6,10.047,210.99,03/31/2019,15:20,Cash,200.94,4.761904762,10.047,9.6
750266-50-7660,A,Casablanca,Member,Male,Electronic accessories,80.19,10,40.095,842.0,01/22/2019,17:29,Ewallet,801.9,4.761904762,40.095,4.7
750267-99-1660,A,Casablanca,Normal,Male,Sports and travel,37.74,5,9.435,198.14,01/21/2019,20:19,Ewallet,188.7,4.761904762,9.435,9.1
750268-32-1509,A,Casablanca,Normal,Male,Health and beauty,74.0,6,22.2,466.2,03/28/2019,14:16,Ewallet,444.0,4.761904762,22.2,6.4
750269-61-7098,B,Rabat,Normal,Male,Health and beauty,51.58,3,7.737,162.48,01/29/2019,12:12,Ewallet,154.74,4.761904762,7.737,4.7
750270-52-3007,C,Marrakech,Member,Female,Health and beauty,11.96,2,1.196,25.12,02/26/2019,12:05,Credit card,23.92,4.761904762,1.196,5.2
750271-97-7990,A,Casablanca,Normal,Male,Electronic accessories,93.16,7,32.606,684.73,03/05/2019,10:24,Cash,652.12,4.761904762,32.606,8.9
750272-41-5835,A,Casablanca,Normal,Male,Electronic accessories,34.75,8,13.9,291.9,03/20/2019,19:39,Ewallet,278.0,4.761904762,13.9,9.3
750273-90-9907,B,Rabat,Normal,Female,Health and beauty,17.89,7,6.2615,131.49,03/24/2019,18:15,Ewallet,125.23,4.761904762,6.2615,4.8
750274-44-3946,A,Casablanca,Normal,Female,Sports and travel,59.0,8,23.6,495.6,03/06/2019,15:24,Credit card,472.0,4.761904762,23.6,6.1
750275-84-4813,A,Casablanca,Normal,Male,Health and beauty,90.61,5,22.6525,475.7,03/09/2019,15:49,Cash,453.05,4.761904762,22.6525,4.4
750276-59-6813,A,Casablanca,Member,Male,Fashion accessories,31.7,9,14.265,299.56,01/08/2019,13:36,Credit card,285.3,4.761904762,14.265,8.9
750277-82-3328,A,Casablanca,Member,Male,Food and beverages,38.62,6,11.586,243.31,03/31/2019,15:36,Ewallet,231.72,4.761904762,11.586,9.5
750278-12-9625,C,Marrakech,Member,Female,Food and beverages,37.81,8,15.124,317.6,01/30/2019,19:14,Ewallet,302.48,4.761904762,15.124,4.2
750279-28-3320,B,Rabat,Member,Female,Food and beverages,28.13,3,4.2195,88.61,02/11/2019,10:01,Ewallet,84.39,4.761904762,4.2195,6.0
750280-30-8157,A,Casablanca,Normal,Male,Home and lifestyle,73.4,7,25.69,539.49,02/08/2019,15:08,Cash,513.8,4.761904762,25.69,7.5
750281-85-3872,C,Marrakech,Normal,Female,Electronic accessories,73.64,9,33.138,695.9,02/15/2019,13:42,Credit card,662.76,4.761904762,33.138,8.2
750282-33-6213,B,Rabat,Normal,Female,Electronic accessories,25.99,1,1.2995,27.29,02/20/2019,19:02,Credit card,25.99,4.761904762,1.2995,9.7
750283-21-6500,C,Marrakech,Member,Male,Sports and travel,22.66,2,2.266,47.59,01/22/2019,20:56,Cash,45.32,4.761904762,2.266,5.4
750284-66-7875,B,Rabat,Member,Female,Electronic accessories,32.46,2,3.246,68.17,01/01/2019,10:24,Ewallet,64.92,4.761904762,3.246,6.1
750285-97-4695,A,Casablanca,Normal,Female,Sports and travel,41.61,7,14.5635,305.83,03/15/2019,20:48,Cash,291.27,4.761904762,14.5635,4.6
750286-58-3636,A,Casablanca,Normal,Male,Health and beauty,36.54,6,10.962,230.2,01/10/2019,15:10,Ewallet,219.24,4.761904762,10.962,5.6
750287-31-8113,C,Marrakech,Member,Male,Home and lifestyle,63.46,10,31.73,666.33,01/04/2019,16:41,Credit card,634.6,4.761904762,31.73,9.4
750288-46-5872,A,Casablanca,Member,Male,Home and lifestyle,28.5,4,5.7,119.7,03/11/2019,14:42,Credit card,114.0,4.761904762,5.7,6.5
750289-47-8869,A,Casablanca,Member,Male,Sports and travel,61.45,8,24.58,516.18,01/01/2019,16:05,Cash,491.6,4.761904762,24.58,4.9
750290-60-8715,A,Casablanca,Member,Male,Electronic accessories,25.37,5,6.3425,133.19,01/15/2019,14:50,Cash,126.85,4.761904762,6.3425,9.9
750291-15-5313,B,Rabat,Normal,Male,Fashion accessories,58.97,3,8.8455,185.76,02/17/2019,12:28,Cash,176.91,4.761904762,8.8455,6.2
750292-95-6632,B,Rabat,Normal,Female,Electronic accessories,85.33,10,42.665,895.96,03/27/2019,11:05,Credit card,853.3,4.761904762,42.665,4.4
750293-70-4860,C,Marrakech,Normal,Male,Food and beverages,15.49,7,5.4215,113.85,03/10/2019,20:55,Cash,108.43,4.761904762,5.4215,8.9
750294-28-2970,B,Rabat,Normal,Male,Sports and travel,91.24,1,4.562,95.8,03/15/2019,20:39,Credit card,91.24,4.761904762,4.562,7.0
750295-90-3422,B,Rabat,Member,Male,Electronic accessories,82.75,3,12.4125,260.66,03/29/2019,16:12,Ewallet,248.25,4.761904762,12.4125,4.3
750296-45-9514,C,Marrakech,Normal,Female,Fashion accessories,92.27,2,9.227,193.77,02/20/2019,18:20,Credit card,184.54,4.761904762,9.227,4.5
750297-22-5687,B,Rabat,Member,Female,Health and beauty,47.3,3,7.095,148.99,01/13/2019,11:36,Credit card,141.9,4.761904762,7.095,7.4
750298-61-3356,C,Marrakech,Normal,Female,Home and lifestyle,44.47,8,17.788,373.55,01/05/2019,12:17,Cash,355.76,4.761904762,17.788,7.4
750299-57-1331,C,Marrakech,Normal,Male,Sports and travel,90.05,6,27.015,567.31,03/02/2019,14:57,Ewallet,540.3,4.761904762,27.015,8.1
750300-66-6257,B,Rabat,Normal,Female,Home and lifestyle,85.85,2,8.585,180.28,01/18/2019,14:47,Ewallet,171.7,4.761904762,8.585,9.8
750301-30-2075,B,Rabat,Normal,Male,Electronic accessories,49.75,7,17.4125,365.66,02/17/2019,10:32,Credit card,348.25,4.761904762,17.4125,8.4
750302-68-1828,B,Rabat,Normal,Male,Food and beverages,89.13,1,4.4565,93.59,01/08/2019,13:02,Ewallet,89.13,4.761904762,4.4565,5.0
750303-57-9008,B,Rabat,Member,Female,Home and lifestyle,84.11,9,37.8495,794.84,03/29/2019,10:15,Ewallet,756.99,4.761904762,37.8495,6.4
750304-13-7333,C,Marrakech,Normal,Male,Sports and travel,62.81,6,18.843,395.7,03/30/2019,11:18,Cash,376.86,4.761904762,18.843,6.1
750305-97-1145,A,Casablanca,Member,Male,Electronic accessories,68.26,4,13.652,286.69,03/07/2019,10:55,Cash,273.04,4.761904762,13.652,5.6
750306-58-6713,B,Rabat,Member,Male,Food and beverages,82.07,4,16.414,344.69,03/24/2019,14:27,Cash,328.28,4.761904762,16.414,5.5
750307-75-7131,B,Rabat,Normal,Male,Sports and travel,37.19,9,16.7355,351.45,03/16/2019,11:00,Cash,334.71,4.761904762,16.7355,8.9
750308-45-5278,C,Marrakech,Normal,Female,Fashion accessories,19.73,2,1.973,41.43,03/23/2019,15:55,Cash,39.46,4.761904762,1.973,6.0
750309-97-3292,C,Marrakech,Normal,Male,Electronic accessories,56.55,4,11.31,237.51,02/21/2019,20:20,Credit card,226.2,4.761904762,11.31,9.4
750310-83-4111,C,Marrakech,Member,Female,Home and lifestyle,33.35,7,11.6725,245.12,01/05/2019,19:45,Credit card,233.45,4.761904762,11.6725,6.4
750311-22-8713,B,Rabat,Member,Female,Fashion accessories,42.26,5,10.565,221.86,03/13/2019,12:18,Credit card,211.3,4.761904762,10.565,9.1
750312-52-7089,A,Casablanca,Normal,Male,Fashion accessories,90.95,2,9.095,191.0,02/09/2019,16:50,Ewallet,181.9,4.761904762,9.095,5.3
750313-34-9199,B,Rabat,Normal,Female,Health and beauty,52.34,10,26.17,549.57,01/10/2019,17:56,Credit card,523.4,4.761904762,26.17,7.5
750314-68-3346,A,Casablanca,Normal,Female,Sports and travel,14.87,3,2.2305,46.84,02/13/2019,16:36,Ewallet,44.61,4.761904762,2.2305,4.8
750315-36-3762,B,Rabat,Member,Male,Sports and travel,39.93,3,5.9895,125.78,01/01/2019,17:17,Ewallet,119.79,4.761904762,5.9895,5.9
750316-10-1618,C,Marrakech,Member,Female,Health and beauty,21.65,7,7.5775,159.13,02/24/2019,17:24,Cash,151.55,4.761904762,7.5775,7.8
750317-41-4707,C,Marrakech,Member,Female,Health and beauty,90.27,9,40.6215,853.05,01/01/2019,20:46,Credit card,812.43,4.761904762,40.6215,5.1
750318-47-8469,C,Marrakech,Normal,Female,Electronic accessories,19.24,9,8.658,181.82,01/09/2019,10:19,Ewallet,173.16,4.761904762,8.658,7.5
750319-61-1313,C,Marrakech,Normal,Female,Fashion accessories,99.58,6,29.874,627.35,02/15/2019,13:10,Cash,597.48,4.761904762,29.874,10.0
750320-14-7147,A,Casablanca,Member,Male,Electronic accessories,76.06,10,38.03,798.63,02/16/2019,20:50,Ewallet,760.6,4.761904762,38.03,7.0
750321-66-7230,C,Marrakech,Normal,Male,Food and beverages,99.51,2,9.951,208.97,01/07/2019,11:26,Ewallet,199.02,4.761904762,9.951,7.9
750322-44-3247,A,Casablanca,Normal,Female,Fashion accessories,23.78,1,1.189,24.97,01/13/2019,20:33,Credit card,23.78,4.761904762,1.189,5.8
750323-76-4304,B,Rabat,Member,Male,Home and lifestyle,20.26,2,2.026,42.55,01/26/2019,14:53,Credit card,40.52,4.761904762,2.026,7.0
750324-10-1208,B,Rabat,Normal,Female,Electronic accessories,13.55,8,5.42,113.82,03/03/2019,15:15,Credit card,108.4,4.761904762,5.42,9.5
750325-42-4787,C,Marrakech,Member,Male,Food and beverages,70.21,3,10.5315,221.16,01/10/2019,11:57,Credit card,210.63,4.761904762,10.5315,9.7
750326-64-2898,B,Rabat,Normal,Female,Sports and travel,14.51,3,2.1765,45.71,02/16/2019,20:20,Cash,43.53,4.761904762,2.1765,9.2
750327-21-7105,A,Casablanca,Member,Male,Electronic accessories,69.7,3,10.455,219.56,03/21/2019,14:56,Cash,209.1,4.761904762,10.455,6.0
750328-63-3732,B,Rabat,Member,Male,Sports and travel,46.02,8,18.408,386.57,03/30/2019,17:51,Cash,368.16,4.761904762,18.408,5.6
750329-88-7221,A,Casablanca,Member,Male,Electronic accessories,19.33,10,9.665,202.96,03/28/2019,17:11,Credit card,193.3,4.761904762,9.665,6.9
750330-93-6148,B,Rabat,Member,Male,Sports and travel,92.83,2,9.283,194.94,01/06/2019,11:16,Cash,185.66,4.761904762,9.283,9.3
750331-94-7305,A,Casablanca,Member,Female,Food and beverages,57.07,10,28.535,599.24,02/01/2019,17:22,Credit card,570.7,4.761904762,28.535,4.6
750332-72-6253,A,Casablanca,Member,Male,Fashion accessories,94.08,9,42.336,889.06,01/22/2019,11:48,Cash,846.72,4.761904762,42.336,9.1
750333-66-8341,A,Casablanca,Normal,Female,Health and beauty,55.62,9,25.029,525.61,01/31/2019,11:29,Cash,500.58,4.761904762,25.029,7.9
750334-14-9996,A,Casablanca,Normal,Female,Home and lifestyle,20.68,8,8.272,173.71,01/14/2019,16:26,Ewallet,165.44,4.761904762,8.272,8.5
750335-68-6439,A,Casablanca,Member,Female,Food and beverages,60.6,8,24.24,509.04,01/07/2019,13:54,Cash,484.8,4.761904762,24.24,9.7
750336-91-5783,C,Marrakech,Normal,Female,Fashion accessories,50.72,2,5.072,106.51,01/01/2019,15:22,Ewallet,101.44,4.761904762,5.072,8.6
750337-88-4209,C,Marrakech,Normal,Male,Health and beauty,90.71,8,36.284,761.96,02/22/2019,11:16,Credit card,725.68,4.761904762,36.284,4.8
750338-91-3018,A,Casablanca,Member,Female,Electronic accessories,51.13,4,10.226,214.75,02/23/2019,10:59,Ewallet,204.52,4.761904762,10.226,8.3
750339-75-3903,B,Rabat,Normal,Male,Sports and travel,10.39,1,0.5195,10.91,03/16/2019,17:59,Cash,10.39,4.761904762,0.5195,7.3
750340-87-5067,C,Marrakech,Member,Male,Health and beauty,44.86,10,22.43,471.03,03/06/2019,16:26,Cash,448.6,4.761904762,22.43,7.6
750341-99-9975,B,Rabat,Normal,Female,Home and lifestyle,50.75,3,7.6125,159.86,03/31/2019,18:19,Credit card,152.25,4.761904762,7.6125,4.8
750342-74-9888,B,Rabat,Member,Male,Electronic accessories,66.17,5,16.5425,347.39,01/17/2019,20:11,Credit card,330.85,4.761904762,16.5425,8.1
750343-78-5684,C,Marrakech,Normal,Male,Home and lifestyle,60.6,10,30.3,636.3,02/23/2019,20:47,Credit card,606.0,4.761904762,30.3,7.4
750344-97-5105,B,Rabat,Member,Male,Health and beauty,44.27,1,2.2135,46.48,02/04/2019,12:18,Ewallet,44.27,4.761904762,2.2135,8.0
750345-96-4675,A,Casablanca,Member,Female,Electronic accessories,77.82,1,3.891,81.71,01/14/2019,19:55,Cash,77.82,4.761904762,3.891,6.2
750346-97-6122,C,Marrakech,Normal,Male,Food and beverages,80.58,5,20.145,423.04,02/18/2019,16:26,Ewallet,402.9,4.761904762,20.145,8.2
750347-92-7025,C,Marrakech,Member,Male,Fashion accessories,32.62,10,16.31,342.51,01/29/2019,20:45,Cash,326.2,4.761904762,16.31,9.2
750348-15-8020,C,Marrakech,Member,Male,Home and lifestyle,50.39,2,5.039,105.82,03/07/2019,11:24,Ewallet,100.78,4.761904762,5.039,5.1
750349-51-1833,B,Rabat,Normal,Male,Electronic accessories,62.55,5,15.6375,328.39,01/20/2019,10:09,Cash,312.75,4.761904762,15.6375,4.0
750350-76-2117,C,Marrakech,Normal,Female,Food and beverages,59.51,2,5.951,124.97,03/09/2019,13:11,Cash,119.02,4.761904762,5.951,8.7
750351-56-5809,C,Marrakech,Member,Female,Food and beverages,58.33,2,5.833,122.49,03/26/2019,15:21,Ewallet,116.66,4.761904762,5.833,6.1
750352-15-6258,A,Casablanca,Normal,Male,Health and beauty,70.2,8,28.08,589.68,03/20/2019,19:15,Credit card,561.6,4.761904762,28.08,5.4
